Name;zcmb;zhel;mb;e_mb;x1;e_x1;c;e_c;logMst;e_logMst;tmax;e_tmax;cov(mb,s);cov(mb,c);cov(s,c);set;RAJ2000;DEJ2000;bias
SDSS14024   ;0.145;0.146;20.467;0.114;-1.923;0.195;0.038;0.032;8.378;0.979;54011.162;0.205;0.00191;0.00086;0.00079;2;318.198563;0.916348;-0.001
SDSS14108   ;0.132;0.133;20.147;0.112;0.248;0.143;-0.001;0.024;8.938;0.467;54010.211;0.171;0.00075;0.00056;0.00027;2;53.594646;-1.12321;-0.001
SDSS14157   ;0.211;0.2115;20.481;0.114;1.125;0.266;-0.058;0.032;10.943;0.227;54013.951;0.251;0.00419;0.00083;0.00093;2;51.136692;1.022365;-0.001
SDSS14212   ;0.204;0.2054;20.912;0.114;-0.34;0.173;-0.033;0.032;10.284;0.048;54012.949;0.183;0.00206;0.00084;0.00063;2;330.470112;1.045011;-0.001
SDSS14261   ;0.28;0.281;21.35;0.122;0.694;0.462;-0.03;0.043;8.814;0.549;54018.808;0.367;0.01739;0.0014;0.00558;2;328.240402;0.253794;0
SDSS14279   ;0.044;0.0454;17.546;0.114;-0.162;0.047;0.091;0.023;10.513;0.224;54022.046;0.061;0.00012;0.00045;-0.00013;2;18.488775;0.371669;0
SDSS14284   ;0.18;0.1811;20.229;0.113;-0.309;0.169;-0.069;0.026;10.514;0.12;54014.578;0.159;0.0017;0.00058;0.00058;2;49.049294;-0.600944;-0.001
SDSS14298   ;0.261;0.262;21.261;0.117;1.298;0.381;-0.081;0.042;5;10;54012.467;0.339;0.00882;0.0009;0.00104;2;314.89505;1.223257;0
SDSS14318   ;0.057;0.0578;17.78;0.122;0.864;0.782;0.028;0.032;9.93;0.084;54072.074;0.824;-0.00501;0.00062;0.01041;2;340.425196;-0.136905;-0.001
SDSS14331   ;0.213;0.214;21.246;0.117;0.141;0.294;0.014;0.039;9.741;0.371;54013.474;0.302;0.00564;0.00107;0.00104;2;7.888675;-0.135814;-0.001
SDSS14397   ;0.369;0.371;22.21;0.131;-1.193;0.603;-0.221;0.051;10.479;0.059;54013.924;0.747;0.02308;0.00016;0.00548;2;6.916098;0.649507;0
SDSS14421   ;0.174;0.1749;20.452;0.112;-0.746;0.18;-0.098;0.026;11.26;0.085;54010.902;0.212;0.00135;0.00046;0.00027;2;31.829882;1.252084;-0.001
SDSS14437   ;0.143;0.144;19.709;0.112;0.594;0.119;-0.095;0.024;9.77;0.242;54009.821;0.119;0.00091;0.00053;0.00031;2;332.080959;-1.196387;-0.001
SDSS14451   ;0.178;0.179;20.153;0.113;0.289;0.167;-0.107;0.026;9.886;0.31;54011.802;0.177;0.00183;0.00059;0.00063;2;308.194954;0.927069;-0.001
SDSS14456   ;0.328;0.33;21.823;0.124;-0.041;0.547;-0.029;0.048;10.93;0.236;54018.664;0.463;0.02249;0.00133;0.00594;2;343.551104;1.050661;0
SDSS14481   ;0.254;0.255;21.385;0.124;-1.04;0.379;-0.172;0.05;10.917;0.044;54020.19;0.309;0.01508;0.00158;0.0049;2;2.681734;0.201306;0
SDSS14735   ;0.3;0.3011;21.707;0.119;-0.087;0.42;0.033;0.045;10.469;0.198;54013.808;0.485;0.01102;0.0011;0.00236;2;35.158035;0.348378;0
SDSS14816   ;0.106;0.1072;19.371;0.112;-0.673;0.093;0.021;0.022;10.383;0.204;54021.316;0.092;0.0008;0.00051;0.00027;2;336.716299;0.506056;-0.001
SDSS14846   ;0.223;0.2247;20.942;0.116;0.634;0.288;-0.045;0.036;10.904;0.07;54024.974;0.28;0.0055;0.00098;0.00124;2;7.663236;0.141581;-0.001
SDSS14871   ;0.118;0.119;19.437;0.112;1.291;0.112;-0.047;0.022;8.922;0.187;54027.354;0.124;0.00061;0.00045;0.0001;2;54.2771;0.00936;-0.001
SDSS14979   ;0.177;0.1771;20.179;0.113;0.225;0.14;-0.118;0.025;9.807;0.21;54025.603;0.143;0.0013;0.00054;0.00025;2;54.946434;0.992816;-0.001
SDSS14984   ;0.183;0.184;20.867;0.115;1.016;0.333;0.073;0.032;10.083;0.13;54024.802;0.32;0.0058;0.00091;0.00171;2;313.833565;-0.09279;-0.001
SDSS15057   ;0.298;0.299;21.846;0.131;-2.485;0.545;-0.059;0.058;9.519;0.248;54017.26;0.389;0.02575;0.00179;0.006;2;17.881262;0.409492;0
SDSS15129   ;0.197;0.1983;20.684;0.114;-0.774;0.223;-0.071;0.032;10.796;0.281;54023.824;0.251;0.00258;0.00073;0.00035;2;318.90239;-0.321433;-0.001
SDSS15132   ;0.153;0.1543;19.761;0.112;1.068;0.147;-0.133;0.022;9.218;0.36;54026.527;0.139;0.00086;0.00043;0.00003;2;329.700233;0.197686;-0.001
SDSS15161   ;0.248;0.2495;21.203;0.117;-0.285;0.307;-0.054;0.041;10.744;0.113;54025.357;0.359;0.00708;0.0012;0.00307;2;35.842915;0.819003;-0.001
SDSS15171   ;0.138;0.1392;19.659;0.112;0.68;0.144;-0.079;0.022;8.724;0.786;54029.169;0.136;0.00074;0.00048;0.0003;2;304.792538;-1.064489;-0.001
SDSS15201   ;0.207;0.2085;21.801;0.117;-1.246;0.454;0.094;0.04;11.143;0.14;54028.287;0.396;0.00823;0.00113;0.00129;2;337.519415;0.003639;-0.001
SDSS15203   ;0.215;0.216;20.73;0.114;1.114;0.263;-0.025;0.032;10.047;0.185;54027.18;0.268;0.00354;0.00083;0.00071;2;15.734715;0.183087;-0.001
SDSS15213   ;0.306;0.307;21.734;0.127;-0.084;0.592;-0.087;0.056;10.901;0.175;54026.323;0.664;0.02769;0.00185;0.01137;2;53.019138;-0.100142;0
SDSS15219   ;0.247;0.248;21.057;0.115;-0.146;0.373;-0.154;0.036;10.809;0.104;54030.969;0.334;0.00494;0.00083;0.00169;2;34.611145;0.226688;-0.001
SDSS15222   ;0.198;0.1994;20.949;0.115;-1.339;0.278;0.011;0.034;11.26;0.218;54031.122;0.25;0.0039;0.00086;0.001;2;2.853377;0.702744;-0.001
SDSS15229   ;0.223;0.224;21.024;0.115;0.685;0.287;-0.033;0.037;8.926;0.266;54033.215;0.3;0.00443;0.00092;0.00103;2;4.831984;1.090719;-0.001
SDSS15234   ;0.135;0.1363;20.462;0.113;0.9;0.204;0.128;0.027;10.399;0.278;54032.802;0.198;0.00185;0.00071;0.00081;2;16.958336;0.828198;-0.001
SDSS15259   ;0.211;0.212;20.792;0.114;0.42;0.264;-0.015;0.033;9.864;0.36;54026.334;0.27;0.00322;0.00081;0.00033;2;337.544197;-0.407819;-0.001
SDSS15287   ;0.273;0.274;21.161;0.114;1.423;0.314;-0.073;0.035;10.405;0.068;54030.381;0.329;0.00394;0.00077;0.00092;2;323.959682;-1.057435;0
SDSS15301   ;0.247;0.248;20.666;0.114;-0.339;0.2;-0.139;0.033;10.28;0.22;54035.912;0.215;0.00232;0.00077;0.00092;2;323.579918;0.589106;-0.001
SDSS15354   ;0.221;0.2221;21.521;0.12;-2.265;0.354;0.085;0.048;10.5;0.04;54024.623;0.494;0.00586;0.00151;0.00078;2;6.773676;-0.125976;-0.001
SDSS15356   ;0.274;0.276;21.437;0.118;-0.707;0.476;-0.049;0.045;10.276;0.217;54029.242;0.461;0.01027;0.00114;0.00378;2;335.053316;0.409944;0
SDSS15365   ;0.177;0.178;20.505;0.113;0.83;0.231;-0.037;0.028;10.865;0.012;54038.074;0.184;0.00326;0.00059;0.00098;2;354.556658;1.24909;-0.001
SDSS15383   ;0.311;0.312;21.86;0.123;0.212;0.705;-0.034;0.05;10.609;0.016;54030.555;0.709;0.0248;0.00117;0.00559;2;34.149532;-0.155162;0
SDSS15421   ;0.184;0.1854;20.642;0.113;0.175;0.256;-0.044;0.026;10.149;0.183;54035.16;0.227;0.00274;0.00056;0.00087;2;33.7416;0.602507;-0.001
SDSS15425   ;0.159;0.1599;19.908;0.112;0.971;0.165;-0.006;0.023;10.398;0.132;54038.061;0.15;0.00128;0.00048;0.00057;2;55.561081;0.478286;-0.001
SDSS15433   ;0.22;0.2211;20.944;0.115;-0.088;0.258;-0.068;0.035;10.585;0.098;54037.383;0.25;0.0036;0.00085;0.00103;2;14.879633;-0.256513;-0.001
SDSS15440   ;0.252;0.253;21.587;0.118;-0.624;0.491;0.066;0.043;10.556;0.014;54030.999;0.416;0.01114;0.00121;0.00449;2;39.720669;0.090127;0
SDSS15443   ;0.181;0.1819;20.192;0.112;1.561;0.181;-0.041;0.024;10.223;0.218;54041.289;0.168;0.0016;0.0005;0.00062;2;49.867435;-0.31803;-0.001
SDSS15453   ;0.174;0.175;20.549;0.114;1.15;0.253;-0.024;0.029;8.651;0.296;54038.181;0.182;0.00488;0.00073;0.00185;2;319.668304;-1.024288;-0.001
SDSS15456   ;0.38;0.3821;21.981;0.125;-1.213;0.759;-0.091;0.061;10.799;0.261;54030.298;0.751;0.02515;0.001;0.01189;2;331.867262;-0.903413;0
SDSS15461   ;0.179;0.18;20.359;0.113;-0.162;0.208;-0.1;0.026;10.186;0.34;54036.984;0.173;0.00279;0.00061;0.00107;2;326.847485;-0.494677;-0.001
SDSS15466   ;0.246;0.247;21.327;0.12;-1.062;0.392;0.028;0.047;10.482;0.356;54036.652;0.353;0.01034;0.00148;0.00345;2;317.645042;-0.12322;-0.001
SDSS15467   ;0.209;0.2104;20.592;0.116;0.801;0.261;-0.068;0.033;10.402;0.25;54038.902;0.195;0.0057;0.00095;0.00215;2;320.019936;-0.177441;-0.001
SDSS15504   ;0.249;0.251;21.853;0.131;2.337;0.726;0.206;0.058;10.727;0.106;54039.809;0.57;0.04089;0.00288;0.01722;2;345.701446;-0.876422;-0.001
SDSS15508   ;0.134;0.135;19.608;0.112;0.883;0.104;-0.059;0.022;9.879;0.261;54041.563;0.092;0.00061;0.00047;0.00027;2;27.168976;-0.576611;-0.001
SDSS15583   ;0.177;0.178;20.736;0.114;-0.296;0.205;0.025;0.03;9.039;0.336;54041.009;0.189;0.0028;0.00073;0.00126;2;37.731079;0.946299;-0.001
SDSS15584   ;0.281;0.282;21.439;0.118;0.315;0.405;-0.045;0.044;10.623;0.034;54038.129;0.391;0.00883;0.00104;0.00342;2;43.495464;0.986965;0
SDSS15648   ;0.174;0.175;21.032;0.122;-1.454;0.358;0.114;0.044;11.175;0.124;54042.569;0.29;0.0129;0.00187;0.00614;2;313.718384;-0.194823;-0.001
SDSS15674   ;0.197;0.198;21.018;0.118;-0.344;0.302;0.004;0.037;5;10;54040.283;0.233;0.00801;0.00119;0.00364;2;340.829157;0.262909;-0.001
SDSS15704   ;0.364;0.365;22.06;0.128;-0.049;0.702;-0.171;0.056;10.679;0.169;54043.003;0.686;0.02797;0.00089;0.01468;2;40.210735;0.658751;0
SDSS15756   ;0.378;0.38;22.422;0.135;-0.961;0.712;-0.25;0.061;11.371;0.094;54035.76;0.821;0.02935;-0.00011;0.00853;2;0.374834;0.275974;0
SDSS15776   ;0.316;0.3176;21.847;0.122;-2.282;0.561;-0.146;0.05;10.899;0.005;54033.83;0.49;0.01616;0.00088;0.00637;2;32.829441;-0.998258;0
SDSS1580    ;0.183;0.184;20.273;0.114;0.88;0.228;-0.038;0.027;11.198;0.162;53634.026;0.205;0.00396;0.00067;0.00058;2;45.323063;-0.644066;-0.001
SDSS15868   ;0.241;0.242;21.006;0.116;0.329;0.264;-0.141;0.037;10.417;0.046;54044.254;0.22;0.00532;0.001;0.00194;2;38.099796;-0.713578;-0.001
SDSS15872   ;0.202;0.203;20.556;0.117;0.781;0.308;-0.064;0.036;9.304;0.135;54047.769;0.206;0.00814;0.0012;0.00364;2;36.722496;-0.32781;-0.001
SDSS15897   ;0.169;0.17;20.89;0.116;-2.457;0.261;0.016;0.037;10.655;0.048;54041.524;0.223;0.00393;0.00109;0.00146;2;11.68145;-1.032905;-0.001
SDSS15901   ;0.198;0.199;20.775;0.115;0.03;0.256;-0.041;0.03;9.669;0.334;54045.458;0.204;0.00462;0.00078;0.00197;2;31.976303;-0.535389;-0.001
SDSS16021   ;0.123;0.124;19.618;0.112;-0.347;0.127;-0.038;0.024;9.842;0.114;54049.12;0.114;0.00134;0.00057;0.00075;2;13.843731;-0.388811;-0.001
SDSS16032   ;0.203;0.204;20.759;0.115;-0.819;0.24;-0.109;0.034;5;10;54046.405;0.178;0.00407;0.00091;0.00164;2;44.069218;-0.410771;-0.001
SDSS16069   ;0.127;0.1288;20.104;0.113;0.879;0.217;0.157;0.027;10.98;0.25;54050.757;0.185;0.00258;0.00071;0.00159;2;341.246075;-1.006598;-0.001
SDSS16072   ;0.275;0.277;21.533;0.127;0.276;0.625;-0.016;0.054;10.64;0.006;54046.85;0.49;0.03069;0.00229;0.01387;2;3.12444;-0.977309;0
SDSS16073   ;0.145;0.146;20.257;0.112;0.723;0.185;-0.007;0.024;9.779;0.152;54051.435;0.157;0.00175;0.00057;0.00089;2;8.107763;-1.054001;-0.001
SDSS16093   ;0.334;0.336;21.862;0.133;1.029;0.735;-0.064;0.056;10.107;0.415;54045.023;0.638;0.0423;0.00153;0.01141;2;350.362471;1.132483;0
SDSS16099   ;0.196;0.1969;20.704;0.113;2.031;0.369;0.023;0.026;10.365;0.078;54054.439;0.307;0.00544;0.00062;0.00273;2;26.420935;-1.054386;-0.001
SDSS16100   ;0.194;0.195;21.065;0.118;-0.393;0.35;0.052;0.038;9.122;0.646;54048.043;0.255;0.00956;0.00128;0.00481;2;30.436289;-1.03241;-0.001
SDSS16106   ;0.25;0.2512;21.021;0.12;-0.629;0.364;-0.15;0.048;10.831;0.096;54045.425;0.303;0.01184;0.00155;0.0054;2;332.089348;-1.148781;-0.001
SDSS16116   ;0.149;0.15;19.97;0.112;0.509;0.287;-0.098;0.025;9.512;0.09;54053.282;0.233;0.00322;0.00056;0.00227;2;355.30201;-1.105807;-0.001
SDSS16165   ;0.156;0.157;20.146;0.113;0.344;0.223;-0.032;0.025;5;10;54052.896;0.192;0.00264;0.00059;0.0013;2;30.733135;-0.533872;-0.001
SDSS16185   ;0.096;0.097;19.773;0.113;-2.31;0.224;0.07;0.025;9.507;0.01;54053.891;0.147;0.00171;0.00059;0.00082;2;16.868069;-0.269365;-0.001
SDSS16206   ;0.151;0.152;20.404;0.114;-2.565;0.551;-0.009;0.031;10.684;0.025;54056.99;0.248;0.00823;0.00083;0.00744;2;5.78819;-0.053633;-0.001
SDSS16211   ;0.309;0.3109;22.131;0.137;-1.964;0.626;0.004;0.07;11.226;0.005;54041.487;0.576;0.03302;0.00228;0.00864;2;348.16409;0.266932;0
SDSS16213   ;0.249;0.25;21.128;0.116;0.28;0.43;-0.097;0.038;5;10;54053.581;0.414;0.00784;0.00099;0.0039;2;8.971051;0.258405;-0.001
SDSS16232   ;0.366;0.367;22.136;0.137;-0.146;0.829;-0.111;0.068;10.504;0.105;54045.029;0.843;0.04906;0.00246;0.02602;2;17.20541;-0.989553;0
SDSS16259   ;0.118;0.1191;20.04;0.113;-1.54;0.224;0.075;0.028;11.013;0.17;54052.309;0.199;0.00141;0.0007;0.001;2;352.029971;0.856355;-0.001
SDSS16276   ;0.192;0.193;20.741;0.114;-0.019;0.551;-0.026;0.032;8.82;0.348;54057.369;0.366;0.00976;0.00081;0.0061;2;20.578657;1.010615;-0.001
SDSS16281   ;0.183;0.184;20.474;0.114;-0.873;0.51;-0.073;0.032;10.141;0.044;54055.403;0.345;0.00831;0.00085;0.00606;2;352.942151;-0.668052;-0.001
SDSS16350   ;0.235;0.2361;21.13;0.117;-1.346;0.544;-0.09;0.044;10.525;0.069;54054.128;0.442;0.0102;0.00121;0.00617;2;323.639488;-0.885831;-0.001
SDSS16352   ;0.246;0.248;20.846;0.115;0.273;0.85;-0.142;0.04;9.769;0.548;54059.082;0.673;0.01641;0.00105;0.01456;2;346.249358;-0.873365;-0.001
SDSS16402   ;0.288;0.29;20.86;0.117;-0.872;0.78;-0.187;0.042;10.996;0.1;54059.492;0.554;0.0168;0.00103;0.01298;2;336.36772;0.265275;0
SDSS16473   ;0.21;0.211;20.739;0.115;-1.073;0.868;-0.148;0.041;9.907;0.239;54062.36;0.84;0.00478;0.00087;0.01474;2;328.612152;0.588515;-0.001
SDSS16618   ;0.192;0.1932;20.467;0.115;-0.793;0.604;-0.097;0.032;9.907;0.122;54067.262;0.702;-0.00082;0.00052;0.00854;2;21.279373;-1.218938;-0.001
SDSS16619   ;0.114;0.1151;19.173;0.113;-0.192;0.593;-0.086;0.027;8.332;0.726;54069.581;0.683;-0.00774;0.00029;0.00922;2;25.938738;-1.111919;-0.001
SDSS16641   ;0.114;0.115;19.719;0.113;1.053;0.621;0.04;0.03;10.477;0.166;54069.198;0.628;0.00289;0.00059;0.01069;2;23.56123;-0.403632;-0.001
SDSS16737   ;0.199;0.2;20.52;0.124;-0.444;0.715;-0.076;0.046;10.07;0.369;54068.757;0.946;-0.00817;0.0005;0.01078;2;312.83268;-0.952322;-0.001
SDSS16793   ;0.221;0.222;20.764;0.138;0.525;1.38;-0.051;0.051;5;10;54070.763;1.932;-0.04499;0.00048;0.02037;2;328.575356;0.44701;-0.001
SDSS17168   ;0.183;0.184;20.599;0.115;0.503;0.303;-0.04;0.032;9.52;0.16;54356.948;0.287;0.00531;0.00083;0.00101;2;339.723804;-1.167083;-0.001
SDSS17171   ;0.159;0.1603;19.938;0.145;-0.385;0.343;-0.142;0.041;10.628;0.009;54340.662;1.432;-0.00288;0.00304;-0.00037;2;326.502041;-1.21773;-0.001
SDSS17186   ;0.078;0.0794;19.24;0.114;0.643;0.149;0.111;0.024;10.562;0.164;54353.811;0.187;0.00193;0.00062;0.00011;2;31.612825;-0.89955;-0.001
SDSS17208   ;0.139;0.14;19.983;0.119;0.837;0.363;-0.068;0.029;8.2;0.576;54342.03;1.034;-0.00742;0.00105;-0.00113;2;1.491593;1.103086;-0.001
SDSS17215   ;0.181;0.1814;20.579;0.118;0.283;0.417;0.015;0.037;11.24;0.102;54350.994;0.722;0.00414;0.00113;0.00094;2;54.92638;1.092299;-0.001
SDSS17218   ;0.178;0.179;20.428;0.115;-0.76;0.402;-0.085;0.031;10.015;0.264;54349.498;0.544;0.00384;0.00071;0.00063;2;356.171815;-0.030055;-0.001
SDSS17220   ;0.171;0.172;20.557;0.115;1.82;0.284;0.15;0.031;10.466;0.056;54356.923;0.288;0.00494;0.00088;0.00081;2;9.701524;-0.179249;-0.001
SDSS17223   ;0.234;0.235;20.863;0.119;1.013;0.666;-0.07;0.043;5;10;54347.004;1.623;-0.01072;0.00142;-0.0114;2;26.361374;-0.019418;-0.001
SDSS17240   ;0.072;0.0728;18.172;0.158;-1.467;0.368;-0.121;0.058;10.813;0.12;54337.326;1.137;0.01841;0.00587;0.00513;2;8.640957;-1.217578;-0.001
SDSS17253   ;0.155;0.156;19.97;0.172;-0.197;0.42;-0.122;0.066;10.642;0.259;54341.618;1.335;0.01806;0.00735;0.00568;2;2.994201;0.99815;-0.001
SDSS17258   ;0.09;0.091;18.819;0.124;0.317;0.21;0.027;0.033;9.647;0.181;54342.58;0.646;0.00208;0.0016;0.00014;2;35.738617;1.02576;-0.001
SDSS17274   ;0.177;0.178;20.397;0.164;1.958;0.536;-0.137;0.077;8.963;0.141;54352.88;2.337;-0.01337;0.0086;-0.01138;2;359.341503;0.105858;-0.001
SDSS17280   ;0.13;0.131;19.653;0.147;-0.839;0.287;-0.198;0.05;10.785;0.304;54343.803;0.929;0.01046;0.0043;0.00436;2;55.791908;0.102471;-0.001
SDSS17332   ;0.182;0.1829;20.681;0.116;-0.237;0.268;0.036;0.034;10.532;0.103;54358.077;0.242;0.00502;0.00095;0.00075;2;43.773479;-0.147425;-0.001
SDSS17340   ;0.256;0.2571;21.318;0.12;-0.075;0.43;-0.007;0.043;11.229;0.095;54356.407;0.393;0.01237;0.00117;0.00182;2;41.21209;0.364833;0
SDSS17366   ;0.138;0.1393;19.555;0.112;0.567;0.166;-0.096;0.023;10.756;0.322;54351.464;0.251;0.0012;0.00049;0.00017;2;315.787289;-1.029184;-0.001
SDSS17389   ;0.171;0.172;20.78;0.115;1.13;0.372;0.058;0.033;9.793;0.194;54352.993;0.396;0.0066;0.00088;0.00106;2;323.294876;-0.96015;-0.001
SDSS17435   ;0.217;0.218;20.71;0.115;0.902;0.254;-0.109;0.035;8.005;0.708;54359.362;0.297;0.00383;0.00086;-0.00001;2;20.344587;-0.014803;-0.001
SDSS17464   ;0.246;0.247;21.092;0.116;0.081;0.567;0.053;0.041;8.864;0.445;54358.584;1.174;0.00112;0.00106;-0.00348;2;6.640777;0.041985;-0.001
SDSS17497   ;0.144;0.1447;20.046;0.112;0.911;0.123;0.038;0.022;10.129;0.222;54364.735;0.121;0.00075;0.00048;0.00011;2;37.13657;-1.042117;-0.001
SDSS17552   ;0.249;0.25;21.303;0.117;1.243;0.405;0;0.042;10.483;0.108;54357.268;0.495;0.00711;0.00105;0.0004;2;322.320553;-1.003178;-0.001
SDSS17605   ;0.145;0.1464;20.061;0.119;0.716;0.441;0.015;0.038;10.704;0.304;54352.593;0.92;-0.00034;0.0015;-0.00099;2;309.20277;0.098444;-0.001
SDSS17629   ;0.136;0.1369;20.059;0.114;-0.348;0.145;0.06;0.027;11.041;0.202;54370.4;0.112;0.00214;0.0007;0.00064;2;30.636435;-1.089188;-0.001
SDSS17745   ;0.059;0.06;17.862;0.115;1.071;0.121;-0.05;0.026;8.744;0.11;54372.434;0.134;0.00201;0.00064;0.00042;2;2.960264;-0.339205;-0.001
SDSS17784   ;0.037;0.0371;17.321;0.115;-0.728;0.077;0.06;0.022;9.099;0.176;54367.037;0.075;0.00078;0.00045;0.00004;2;52.461727;0.056828;0
SDSS17791   ;0.277;0.279;21.739;0.137;0.248;0.692;-0.187;0.061;8.946;0.303;54366.713;0.553;0.04254;0.00198;0.01195;2;332.373276;0.737893;0
SDSS17801   ;0.205;0.2064;21.182;0.131;-0.678;0.48;-0.017;0.054;11.251;0.006;54365.722;0.33;0.02661;0.00294;0.01067;2;316.093201;-0.898024;-0.001
SDSS17809   ;0.281;0.282;21.478;0.123;1.523;0.427;0.03;0.041;9.919;0.288;54370.575;0.319;0.01801;0.0014;0.00397;2;6.364582;-0.839571;0
SDSS17811   ;0.199;0.2;20.49;0.114;1.032;0.297;-0.098;0.027;5;10;54355.288;0.273;0.00567;0.00055;0.00046;2;12.878674;-0.947399;-0.001
SDSS17825   ;0.16;0.161;20.411;0.113;-0.149;0.158;0.006;0.027;5;10;54367.018;0.157;0.00172;0.00062;0.00041;2;32.947124;-0.912429;-0.001
SDSS17875   ;0.211;0.212;21.023;0.116;1.12;0.32;-0.031;0.038;10.533;0.228;54362.456;0.402;0.00526;0.00091;-0.00059;2;20.983381;1.254994;-0.001
SDSS17880   ;0.072;0.0727;18.984;0.113;-0.924;0.109;0.181;0.026;10.07;0.236;54363.271;0.157;0.00075;0.00054;-0.00007;2;44.972374;1.160707;-0.001
SDSS17884   ;0.238;0.239;20.859;0.116;0.664;0.28;-0.124;0.037;10.134;0.386;54369.033;0.271;0.00606;0.0009;0.0009;2;27.599838;1.172075;-0.001
SDSS1794    ;0.141;0.1426;20.084;0.113;1.154;0.317;0.031;0.026;9.7;0.596;53624.72;0.553;0.00047;0.00062;0.0004;2;317.836819;-0.445333;-0.001
SDSS18030   ;0.155;0.1564;20.386;0.118;-0.606;0.245;-0.052;0.034;9.701;0.158;54373.103;0.201;0.00766;0.00121;0.00279;2;4.932975;-0.400135;-0.001
SDSS18091   ;0.37;0.3715;21.893;0.139;-0.648;0.65;-0.195;0.063;11.162;0.228;54372.177;0.583;0.04295;0.00187;0.01551;2;23.367535;0.524681;0
SDSS18241   ;0.094;0.095;19.177;0.114;-1.123;0.13;-0.085;0.025;10.016;0.37;54372.95;0.157;0.00164;0.00063;0.00016;2;312.387741;-0.761723;-0.001
SDSS18298   ;0.119;0.1198;20.542;0.127;-2.724;0.288;0.255;0.048;10.684;0.17;54374.326;0.212;0.01227;0.00262;0.00515;2;18.266731;-0.540012;-0.001
SDSS18323   ;0.154;0.155;20.241;0.115;0.16;0.22;-0.043;0.028;9.261;0.454;54375.479;0.162;0.00508;0.00081;0.00142;2;3.428632;0.652155;-0.001
SDSS18325   ;0.254;0.255;21.278;0.121;0.393;0.369;-0.055;0.044;11.019;0.198;54378.649;0.427;0.01196;0.00132;0.00304;2;8.905735;0.370035;0
SDSS18375   ;0.107;0.1085;19.338;0.112;0.164;0.126;0.066;0.021;10.139;0.098;54383.897;0.219;0.00016;0.00044;0.00009;2;11.516434;-0.010381;-0.001
SDSS18415   ;0.13;0.131;19.866;0.114;-1.624;0.175;-0.087;0.028;10.832;0.172;54381.429;0.244;0.00126;0.00073;0.0004;2;337.478285;1.058609;-0.001
SDSS18463   ;0.267;0.268;21.323;0.121;0.941;0.406;-0.044;0.046;10.406;0.1;54376.516;0.431;0.01328;0.00131;0.00276;2;17.565994;0.472038;0
SDSS18466   ;0.212;0.213;21.093;0.115;-0.176;0.241;0.031;0.033;10.726;0.226;54381.411;0.342;0.00288;0.00092;0.00053;2;48.418526;0.629998;-0.001
SDSS18485   ;0.278;0.279;21.278;0.117;1.316;0.411;-0.088;0.039;10.63;0.121;54388.938;0.454;0.00949;0.00094;0.00232;2;47.959118;-0.692416;0
SDSS18486   ;0.245;0.246;20.754;0.114;1.113;0.264;-0.109;0.034;5;10;54390.103;0.284;0.00354;0.00077;0.00064;2;55.180023;1.003079;-0.001
SDSS18602   ;0.134;0.135;20.091;0.114;0.916;0.182;0.062;0.028;9.408;0.212;54393.769;0.133;0.00279;0.00078;0.00136;2;338.983583;0.609241;-0.001
SDSS18604   ;0.177;0.178;20.913;0.114;-2.079;0.216;-0.046;0.03;10.812;0.052;54387.374;0.208;0.00181;0.00069;0.00038;2;340.920918;0.42138;-0.001
SDSS18612   ;0.114;0.1149;19.675;0.112;-0.735;0.133;0.06;0.022;10.764;0.161;54383.705;0.173;0.00046;0.00048;0.00009;2;12.287929;0.596957;-0.001
SDSS18617   ;0.32;0.322;22.008;0.128;-0.256;0.882;-0.022;0.057;9.922;0.382;54381.322;1.26;0.02886;0.0012;0.00551;2;345.761495;0.849165;0
SDSS18650   ;0.113;0.114;19.406;0.112;0.885;0.116;-0.043;0.022;8.825;0.11;54387.865;0.129;0.0008;0.00048;0.00029;2;328.447235;0.015055;-0.001
SDSS18697   ;0.106;0.1073;19.225;0.112;0.75;0.12;-0.003;0.021;10.69;0.25;54384.431;0.193;0.00015;0.00044;0;2;11.223947;-0.997054;-0.001
SDSS18721   ;0.391;0.393;22.096;0.149;0.145;0.849;-0.135;0.07;11.14;0.01;54371.389;0.737;0.06941;0.00217;0.01972;2;3.077347;-0.077318;-0.001
SDSS18740   ;0.156;0.157;20.174;0.112;-0.035;0.126;0.025;0.022;10.454;0.112;54391.806;0.108;0.00084;0.00047;0.00032;2;16.855324;1.043746;-0.001
SDSS18749   ;0.187;0.188;21.077;0.114;-1.441;0.374;0.066;0.033;10.876;0.039;54385.106;0.433;0.00318;0.00083;0.00093;2;12.547336;0.675423;-0.001
SDSS18768   ;0.197;0.198;20.999;0.119;-0.446;0.294;-0.03;0.037;9.567;0.239;54378.986;0.391;0.00803;0.00122;0.00295;2;17.216736;1.197879;-0.001
SDSS18787   ;0.192;0.193;21.202;0.115;0.146;0.431;0.036;0.032;10.829;0.014;54387.25;0.449;0.00638;0.00081;0.00263;2;29.729753;-1.027071;-0.001
SDSS18804   ;0.191;0.192;20.425;0.113;0.948;0.198;-0.046;0.025;9.965;0.033;54392.809;0.174;0.00203;0.00054;0.00049;2;25.265629;-0.448449;-0.001
SDSS18807   ;0.176;0.177;20.591;0.113;0.47;0.242;-0.012;0.027;10.706;0.185;54390.271;0.236;0.0028;0.00063;0.00119;2;46.640945;0.793304;-0.001
