Name;zcmb;zhel;mb;e_mb;x1;e_x1;c;e_c;logMst;e_logMst;tmax;e_tmax;cov(mb,s);cov(mb,c);cov(s,c);set;RAJ2000;DEJ2000;bias
03D1au      ;0.503;0.5043;23.002;0.088;1.273;0.15;-0.012;0.03;9.517;0.11;52909.745;0.214;0.00079;0.00044;-0.00003;1;36.04321;-4.037469;0.002
03D1aw      ;0.581;0.582;23.574;0.09;0.974;0.274;-0.025;0.037;9.169;0.088;52902.898;0.353;0.00282;0.00041;0.00157;1;36.061634;-4.517158;0.001
03D1ax      ;0.495;0.496;22.96;0.088;-0.729;0.102;-0.1;0.03;11.58;0.112;52915.924;0.112;0.00054;0.00047;-0.00002;1;36.097287;-4.720774;0.002
03D1bp      ;0.346;0.347;22.398;0.087;-1.155;0.113;-0.041;0.027;10.821;0.124;52920.249;0.103;0.00111;0.00062;0.00029;1;36.657235;-4.838779;0
03D1co      ;0.678;0.679;24.078;0.098;0.619;0.404;-0.039;0.067;8.647;0.284;52954.458;0.455;0.01186;0.00078;0.0059;1;36.567748;-4.93505;-0.003
03D1dt      ;0.611;0.612;23.285;0.093;-1.162;1.641;-0.095;0.05;9.715;0.092;52962.253;0.977;0.02967;0.00095;0.04436;1;36.629968;-4.052341;0
03D1ew      ;0.866;0.868;24.354;0.106;0.376;0.348;-0.063;0.068;8.53;0.805;52991.742;0.665;0.00318;-0.0016;0.00409;1;36.058795;-4.665852;-0.018
03D1fc      ;0.331;0.332;21.861;0.086;0.65;0.119;-0.018;0.024;10.391;0.036;53002.764;0.104;0.00101;0.00053;0.00054;1;36.431648;-4.144059;-0.001
03D1fq      ;0.799;0.8;24.51;0.102;-1.057;0.407;-0.056;0.065;10.651;0.127;52999.213;0.656;0.0059;-0.00112;0.00355;1;36.731935;-4.302217;-0.012
03D3aw      ;0.45;0.449;22.667;0.092;0.81;0.232;-0.086;0.038;10.695;0.034;52767.328;0.201;0.00547;0.00079;0.00066;1;215.223049;52.605624;0.001
03D3ay      ;0.371;0.3709;22.273;0.091;0.57;0.198;-0.054;0.033;10.198;0.068;52767.625;0.142;0.00491;0.0009;0.00091;1;214.49358;52.482613;0
03D3ba      ;0.292;0.2912;21.961;0.093;0.761;0.173;0.116;0.035;10.211;0.094;52749.605;0.805;-0.00291;0.00133;-0.00114;1;214.139297;52.34219;-0.001
03D3bl      ;0.356;0.3553;22.927;0.087;0.056;0.193;0.205;0.03;10.831;0.092;52787.142;0.289;0.00039;0.00066;-0.00053;1;214.982501;53.097401;0
03D3cd      ;0.461;0.4607;22.575;0.096;1.862;0.565;-0.043;0.038;9.339;0.152;52801.729;0.226;0.0219;0.00131;0.01088;1;214.666364;52.612079;0.002
03D4ag      ;0.284;0.285;21.257;0.087;0.937;0.105;-0.085;0.023;10.628;0.099;52830.931;0.096;0.00101;0.00052;-0.00024;1;333.690959;-17.739655;-0.001
03D4at      ;0.632;0.634;23.739;0.093;0.209;0.33;-0.051;0.067;8.751;0.078;52816.96;0.561;0.0037;0.00079;0.00145;1;333.600166;-17.776726;-0.001
03D4au      ;0.466;0.468;23.79;0.09;0.377;0.333;0.122;0.043;9.464;0.106;52816.177;0.504;0.00324;0.00084;0.00089;1;334.041366;-18.07759;0.002
03D4cj      ;0.269;0.27;21.058;0.086;1.151;0.085;-0.08;0.023;6;5;52889.694;0.093;0.0006;0.00054;-0.00004;1;334.027611;-17.704656;-0.001
03D4cx      ;0.947;0.949;24.46;0.115;-0.096;0.673;0.057;0.065;11.008;0.157;52882.827;1.128;0.01828;-0.00205;0.0013;1;333.64064;-17.587511;-0.026
03D4cy      ;0.925;0.927;24.706;0.125;0.863;0.64;-0.058;0.072;9.705;0.236;52900.101;0.8;0.02808;-0.00237;0.00675;1;333.418394;-17.681641;-0.024
03D4cz      ;0.693;0.695;24.032;0.1;-1.764;0.385;-0.077;0.085;10.389;0.245;52894.649;0.425;0.01038;0.00056;0.00685;1;334.174418;-17.926271;-0.004
03D4dh      ;0.625;0.627;23.387;0.091;1.128;0.184;-0.043;0.05;9.414;0.162;52906.261;0.266;0.00127;0.00065;-0.00029;1;334.37928;-17.629653;0
03D4di      ;0.897;0.899;24.333;0.11;1.454;0.416;-0.084;0.064;9.879;0.064;52901.059;0.534;0.00916;-0.00162;0.00386;1;333.542663;-17.506617;-0.021
03D4dy      ;0.608;0.61;23.245;0.091;1.138;0.183;-0.098;0.036;5.294;52.87;52904.254;0.257;0.00183;0.00039;0.00083;1;333.710523;-17.956479;0
03D4fd      ;0.789;0.791;24.222;0.1;0.784;0.472;-0.043;0.066;10.005;0.22;52938.532;0.701;0.00429;-0.00083;0.00488;1;334.060214;-17.395573;-0.011
03D4gf      ;0.578;0.58;23.324;0.09;0.509;0.312;-0.036;0.038;7.638;0.29;52936.584;0.41;0.00236;0.00038;0.00246;1;333.595552;-17.734032;0.001
03D4gg      ;0.59;0.592;23.431;0.093;1.001;0.435;0.012;0.04;10.162;0.006;52943.107;0.554;0.00661;0.00011;0.00011;1;334.167458;-18.164458;0.001
04D1aj      ;0.72;0.721;23.899;0.096;0.391;0.357;-0.034;0.067;6;5;52998.962;0.561;0.00505;-0.00024;0.00132;1;36.474835;-4.99461;-0.005
04D1dc      ;0.21;0.211;21.057;0.086;-1.236;0.062;-0.003;0.025;10.635;0.042;53230.68;0.16;-0.00011;0.0006;-0.0002;1;36.576935;-4.311968;-0.001
04D1de      ;0.767;0.768;24.132;0.097;0.906;0.244;-0.119;0.056;9.64;0.166;53245.997;0.244;0.00422;-0.00014;-0.00046;1;36.649621;-4.422623;-0.009
04D1ff      ;0.859;0.86;24.246;0.102;0.728;0.277;0.047;0.058;8.73;0.304;53251.194;0.334;0.00497;-0.00069;0.00072;1;36.410924;-4.902631;-0.017
04D1hd      ;0.368;0.369;22.157;0.086;0.789;0.068;-0.092;0.022;8.199;0.09;53268.298;0.081;0.00007;0.00044;-0.00015;1;36.536808;-4.109634;0
04D1hx      ;0.559;0.56;23.7;0.09;0.285;0.192;0.112;0.035;9.645;0.134;53260.059;0.267;0.00135;0.00052;0.00007;1;36.177063;-4.790326;0.001
04D1hy      ;0.849;0.85;24.295;0.101;1.151;0.276;-0.054;0.055;8.086;0.826;53264.641;0.394;0.00328;-0.00075;0.00035;1;36.036226;-4.831071;-0.016
04D1iv      ;0.996;0.998;24.618;0.112;1.273;0.343;-0.131;0.051;9.034;0.45;53264.473;0.474;0.00626;-0.00151;0.0017;1;36.200212;-4.152559;-0.031
04D1jd      ;0.777;0.778;24.398;0.098;0.135;0.287;0.099;0.07;10.38;0.148;53259.204;0.451;0.00349;-0.00064;0.00204;1;36.961818;-4.94379;-0.01
04D1jg      ;0.583;0.5842;23.273;0.09;0.265;0.159;-0.105;0.034;11.338;0.15;53273.566;0.213;0.00149;0.00037;0.00048;1;36.552319;-4.1348;0.001
04D1kj      ;0.584;0.585;23.336;0.089;0.218;0.126;-0.063;0.03;9.929;0.108;53297.246;0.167;0.0008;0.00036;-0.00002;1;36.969417;-4.180252;0.001
04D1ks      ;0.797;0.798;24.129;0.098;0.699;0.263;0.094;0.062;7.966;0.719;53291.39;0.382;0.00318;-0.00054;0.0015;1;36.039649;-4.978721;-0.011
04D1oh      ;0.589;0.59;23.396;0.091;-0.067;0.207;-0.069;0.033;9.17;0.152;53308.275;0.204;0.00311;0.0004;0.00062;1;36.25984;-4.236187;0.001
04D1ow      ;0.913;0.915;24.344;0.105;-0.044;0.286;-0.161;0.052;9.397;1.374;53311.746;0.341;0.00552;-0.00081;0.00107;1;36.677899;-4.30619;-0.023
04D1pc      ;0.769;0.77;24.546;0.097;-0.334;0.339;0.085;0.064;10.418;0.18;53324.792;0.461;0.00424;-0.00006;0.0035;1;36.60365;-4.3994;-0.009
04D1pd      ;0.948;0.95;24.677;0.112;0.183;0.422;0.041;0.061;10.215;0.114;53318.504;0.675;0.0105;-0.00153;0.00254;1;36.915633;-4.631172;-0.026
04D1pg      ;0.514;0.515;23.573;0.09;0.986;0.196;0.103;0.036;9.808;0.161;53326.888;0.243;0.00266;0.00069;0.00128;1;36.767329;-4.175287;0.002
04D1pp      ;0.734;0.735;23.985;0.094;-1.345;0.223;-0.117;0.053;11.382;0.09;53320.365;0.342;0.00179;0.00018;0.00037;1;36.301993;-4.701584;-0.006
04D1pu      ;0.638;0.639;24.012;0.101;-1.611;0.377;0.107;0.083;9.314;0.24;53330.125;0.492;0.00929;0.00179;0.00655;1;36.868641;-4.744934;-0.001
04D1qd      ;0.766;0.767;24.244;0.096;0.181;0.273;0.012;0.054;10.496;0.064;53329.536;0.368;0.00376;0.00019;0.00228;1;36.637813;-4.107177;-0.009
04D1rh      ;0.435;0.436;22.556;0.087;0.828;0.21;-0.057;0.026;9.888;0.132;53350.854;0.26;0.00074;0.00049;0.00014;1;36.946448;-4.253765;0.001
04D1rx      ;0.983;0.985;24.76;0.114;0.595;0.449;-0.099;0.059;9.769;0.125;53352.515;0.843;0.00606;-0.0018;0.00662;1;36.295958;-4.618349;-0.03
04D1sa      ;0.584;0.585;23.564;0.092;-0.443;0.289;-0.066;0.034;10.623;0.064;53360.231;0.322;0.00402;0.00029;0.00042;1;36.983995;-4.176071;0.001
04D1si      ;0.701;0.702;23.858;0.094;0.137;0.297;-0.012;0.054;10.638;0.127;53359.93;0.367;0.00417;0.00035;0.00147;1;36.203316;-4.56895;-0.004
04D1sk      ;0.662;0.6634;24.073;0.093;0.445;0.377;0.084;0.056;10.416;0.15;53355.272;0.524;0.00426;0.00058;0.00255;1;36.094908;-4.353621;-0.002
04D2al      ;0.838;0.836;24.338;0.114;-1.314;1.142;-0.09;0.083;9.642;0.219;53034.722;1.164;-0.01842;-0.00296;0.05358;1;150.468646;2.164106;-0.015
04D2an      ;0.622;0.62;23.581;0.092;-0.297;0.57;-0.044;0.048;7.542;0.574;53031.163;0.69;0.00576;0.00028;0.00751;1;150.217956;2.04123;0
04D2cf      ;0.371;0.369;22.463;0.096;-0.862;0.218;-0.014;0.035;10.809;0.158;53075.84;0.924;-0.00515;0.00136;-0.00258;1;150.483707;1.879478;0
04D2fp      ;0.417;0.415;22.547;0.087;0.385;0.128;-0.05;0.028;10.235;0.218;53107.439;0.161;0.00065;0.00051;-0.00027;1;149.867166;2.321014;0.001
04D2fs      ;0.359;0.357;22.425;0.086;0.094;0.102;0.061;0.026;8.386;0.294;53107.698;0.128;0.00033;0.00052;-0.00033;1;150.092026;1.765398;0
04D2gb      ;0.452;0.45;22.903;0.088;-1.588;0.173;0.028;0.034;10.246;0.09;53108.401;0.207;0.00105;0.00058;-0.0003;1;150.594449;1.894161;0.001
04D2gc      ;0.523;0.521;23.329;0.089;1.14;0.202;0.018;0.036;9.326;0.202;53118.117;0.254;0.00176;0.00041;-0.0003;1;150.413604;1.883052;0.002
04D2gp      ;0.734;0.732;24.212;0.103;-1.352;0.413;-0.141;0.086;8.834;0.23;53110.45;0.585;0.00779;-0.0013;0.00443;1;149.834888;2.508879;-0.006
04D2iu      ;0.702;0.7;24.227;0.1;-1.908;0.419;0.041;0.085;6;5;53120.736;0.517;0.00831;-0.00073;0.00218;1;150.304914;2.41505;-0.004
04D2ja      ;0.742;0.74;24.094;0.103;0.358;0.4;-0.202;0.071;10.991;0.094;53123.2;0.479;0.01166;-0.00137;-0.00229;1;149.702091;1.771737;-0.007
04D2kr      ;0.746;0.7441;23.856;0.096;0.789;0.314;-0.024;0.053;6;5;53359.385;0.421;0.00492;0.00006;-0.00069;1;150.155592;1.711927;-0.007
04D2mc      ;0.35;0.348;22.51;0.09;-1.797;0.126;0.085;0.03;10.96;0.118;53367.172;0.132;0.00203;0.00089;0.00079;1;150.148125;1.784181;0
04D2mh      ;0.592;0.59;23.386;0.09;1.581;0.174;0.023;0.034;9.097;0.418;53376.332;0.246;0.00145;0.00051;0.00011;1;149.941201;2.141025;0.001
04D2mj      ;0.515;0.513;23.777;0.09;1.541;0.225;0.156;0.035;9.548;0.123;53374.44;0.269;0.00278;0.0007;0.00028;1;150.152215;2.577067;0.002
04D3co      ;0.621;0.62;23.784;0.093;-0.677;0.195;-0.028;0.046;9.517;0.243;53101.472;0.261;0.00316;0.00046;0.00103;1;214.458245;52.963611;0
04D3cy      ;0.644;0.643;23.786;0.094;-0.205;0.205;-0.028;0.065;9.98;0.212;53101.095;0.264;0.00356;0.00081;0.00134;1;214.55181;52.658332;-0.001
04D3dd      ;1.003;1.002;25.039;0.137;0.672;0.684;-0.016;0.075;9.48;0.134;53113.477;1.147;0.0288;-0.00357;0.0119;1;214.451686;52.470678;-0.032
04D3df      ;0.471;0.47;23.532;0.088;-2.069;0.15;0.106;0.03;6;5;53119.61;0.19;0.00055;0.00049;-0.0001;1;214.541671;52.277686;0.002
04D3do      ;0.611;0.61;23.56;0.091;-0.831;0.149;-0.119;0.033;10.485;0.071;53112.99;0.263;0.00071;0.00022;-0.00073;1;214.442008;52.267553;0
04D3ez      ;0.263;0.263;21.666;0.086;-1.083;0.084;0.027;0.023;10.29;0.012;53115.466;0.13;0.00014;0.00051;0.00003;1;214.782644;53.071948;-0.001
04D3fk      ;0.358;0.3578;22.516;0.086;-0.387;0.081;0.079;0.023;10.189;0.076;53126.932;0.083;0.00031;0.00048;-0.00003;1;214.609102;52.528468;0
04D3fq      ;0.743;0.742;24.096;0.097;-0.43;0.363;-0.041;0.069;9.299;0.046;53120.156;0.498;0.00375;-0.00047;0.00251;1;214.241188;52.379472;-0.007
04D3gt      ;0.452;0.451;23.242;0.088;-0.214;0.112;0.191;0.029;11.34;0.094;53137.867;0.148;0.0005;0.00053;-0.00019;1;215.635796;52.646921;0.001
04D3gx      ;0.911;0.91;24.654;0.112;-0.449;0.439;-0.146;0.059;6;5;53125.846;0.515;0.00945;-0.00172;0.00217;1;215.056948;52.282777;-0.022
04D3hn      ;0.553;0.552;23.488;0.09;-0.574;0.124;0.074;0.037;10.79;0.022;53137.153;0.18;0.00099;0.00054;0.0004;1;215.528731;52.228587;0.001
04D3kr      ;0.338;0.337;21.966;0.086;1.232;0.086;-0.019;0.023;9.287;0.066;53166.004;0.12;0.00012;0.00048;-0.00015;1;214.149726;52.478874;0
04D3ks      ;0.751;0.75;23.809;0.099;0.624;0.308;-0.03;0.064;8.459;0.226;53163.232;0.348;0.0069;-0.00058;-0.0002;1;215.63978;52.185184;-0.008
04D3lp      ;0.984;0.983;24.983;0.142;-1.386;0.568;0.009;0.079;8.895;0.125;53148.881;0.859;0.02308;-0.00456;0.0035;1;214.96212;52.503195;-0.03
04D3lu      ;0.823;0.822;24.373;0.1;-0.557;0.23;-0.125;0.059;11.111;0.076;53169.145;0.4;0.00199;-0.00076;0.00174;1;215.283209;52.974792;-0.014
04D3mk      ;0.814;0.813;24.297;0.099;-0.269;0.284;-0.147;0.057;9.719;0.349;53179.534;0.328;0.00266;-0.00063;0.00227;1;214.857351;53.163694;-0.013
04D3ml      ;0.951;0.95;24.596;0.112;1.17;0.446;-0.137;0.054;9.882;0.208;53180.278;0.591;0.01002;-0.00156;0.00184;1;214.162783;53.093253;-0.027
04D3nc      ;0.818;0.817;24.272;0.102;1.19;0.45;-0.083;0.057;9.127;0.076;53187.937;0.499;0.00855;-0.00062;0.00386;1;214.075911;52.273804;-0.013
04D3nh      ;0.341;0.34;22.137;0.086;0.612;0.088;-0.004;0.022;9.356;0.02;53174.384;0.1;0.00025;0.00045;0.0001;1;215.611283;52.333448;0
04D3nr      ;0.961;0.96;24.587;0.116;0.201;0.482;0.027;0.06;6;5;53185.906;0.589;0.01801;-0.00211;-0.00517;1;215.660448;52.648687;-0.028
04D3ny      ;0.811;0.81;24.234;0.106;-0.075;0.491;-0.015;0.066;10.032;0.262;53194.182;0.625;0.01105;-0.00097;0.00624;1;214.734665;52.187465;-0.013
04D3oe      ;0.757;0.756;24.055;0.096;-1.003;0.277;-0.246;0.06;7.492;54.194;53195.271;0.344;0.00253;-0.00025;0.0022;1;214.914099;52.553847;-0.008
04D4an      ;0.611;0.613;24.015;0.095;-0.361;0.403;0.02;0.042;10.541;0.154;53183.69;0.49;0.00972;0.00037;0.00203;1;333.98792;-17.695501;0
04D4bk      ;0.878;0.88;24.329;0.103;1.742;0.436;-0.113;0.06;7.844;1.086;53192.084;0.485;0.00781;-0.00062;0.00692;1;333.7821;-18.060275;-0.019
04D4bq      ;0.548;0.55;23.337;0.091;0.649;0.262;0.101;0.039;8.706;0.752;53193.681;0.297;0.00453;0.00065;0.00188;1;333.705933;-17.827595;0.001
04D4dm      ;0.809;0.811;24.395;0.102;-0.266;0.32;0.003;0.062;8.977;0.124;53199.657;0.58;0.00368;-0.00078;0.00325;1;333.856058;-17.245159;-0.013
04D4dw      ;1.029;1.031;24.589;0.125;1.103;0.424;-0.142;0.061;10.785;0.22;53200.719;0.672;0.00951;-0.00281;0.00382;1;334.18614;-17.834071;-0.034
04D4fx      ;0.627;0.629;23.513;0.092;0.954;0.194;-0.034;0.051;8.305;0.656;53242.513;0.219;0.00248;0.00072;0.00016;1;334.158899;-18.066356;-0.001
04D4gg      ;0.422;0.424;22.726;0.088;1.237;0.139;0.083;0.027;10.057;0.346;53246.783;0.122;0.00146;0.00061;0.00047;1;334.038579;-17.294411;0.001
04D4hf      ;0.934;0.936;24.816;0.127;0.846;0.645;0.039;0.084;8.528;1.276;53236.711;1.441;0.01909;-0.00346;-0.00312;1;334.241251;-17.687025;-0.025
04D4hu      ;0.701;0.703;23.921;0.095;0.015;0.236;-0.108;0.059;9.475;0.222;53256.877;0.369;0.00305;0.00019;0.00045;1;333.900866;-17.8389;-0.004
04D4ib      ;0.697;0.699;23.589;0.093;0.976;0.218;-0.138;0.053;10.994;0.118;53267.439;0.29;0.00204;0.00029;0.00059;1;334.173804;-18.105089;-0.004
04D4ic      ;0.685;0.687;24.118;0.098;-0.866;0.39;-0.011;0.073;9.325;0.155;53256.305;0.65;0.00701;0.00012;0.0016;1;333.591057;-17.943487;-0.003
04D4id      ;0.767;0.769;24.198;0.101;0.681;0.449;-0.174;0.061;10.324;0.196;53261.695;0.708;0.0075;-0.00074;0.00181;1;334.089165;-17.229027;-0.009
04D4ih      ;0.932;0.934;24.399;0.111;0.318;0.345;-0.214;0.053;10.855;0.128;53269.569;0.424;0.00799;-0.00159;-0.00114;1;334.320937;-17.677382;-0.025
04D4ii      ;0.864;0.866;24.398;0.104;1.338;0.417;-0.007;0.06;10.931;0.149;53273.865;0.524;0.00758;-0.0008;0.00494;1;333.9818;-17.657478;-0.018
04D4im      ;0.749;0.751;23.83;0.096;0.937;0.237;0.033;0.06;11.199;0.102;53285.344;0.309;0.00333;-0.00023;-0.0015;1;333.753525;-17.396042;-0.008
04D4in      ;0.514;0.516;22.881;0.089;1.531;0.147;-0.07;0.029;9.101;0.102;53278.572;0.143;0.00155;0.0005;0.00045;1;333.785725;-17.261028;0.002
04D4jr      ;0.468;0.47;22.635;0.087;1.528;0.121;-0.063;0.027;8.024;0.676;53298.423;0.154;0.00056;0.00041;-0.00018;1;333.559666;-17.350217;0.002
04D4ju      ;0.47;0.472;23.759;0.088;0.448;0.224;0.153;0.035;9.239;0.177;53293.122;0.283;0.0017;0.0005;-0.00009;1;334.261358;-17.332814;0.002
04D4jw      ;0.959;0.961;24.773;0.125;-0.702;0.394;-0.2;0.064;11.226;0.1;53286.345;0.608;0.00882;-0.00289;0.00553;1;334.32872;-17.665495;-0.027
04D4jy      ;0.928;0.93;24.76;0.121;0.086;0.452;-0.114;0.069;8.357;1.803;53289.06;0.75;0.01035;-0.0028;0.00661;1;333.464902;-17.404895;-0.024
05D1az      ;0.841;0.842;24.254;0.101;1.862;0.369;-0.013;0.06;8.631;0.634;53603.188;0.392;0.00842;-0.00026;0.00479;1;36.302108;-4.602335;-0.015
05D1cb      ;0.631;0.632;23.701;0.092;-0.247;0.204;0.001;0.043;10.111;0.08;53616.782;0.3;0.0013;0.00076;0.00033;1;36.737733;-4.117567;-0.001
05D1cc      ;0.563;0.564;23.507;0.09;-0.148;0.154;-0.009;0.032;9.316;0.202;53607.889;0.229;0.00199;0.00059;0.00126;1;36.629866;-4.164801;0.001
05D1ck      ;0.616;0.617;24.071;0.092;-0.095;0.234;0.109;0.039;9.724;0.172;53628.254;0.263;0.00349;0.00042;0.00065;1;36.10354;-4.7128;0
05D1cl      ;0.829;0.83;24.362;0.101;2.292;0.344;-0.067;0.058;8.42;0.474;53627.265;0.495;0.0067;-0.00064;0.00041;1;36.273563;-4.220818;-0.014
05D1dn      ;0.565;0.566;23.285;0.09;1.23;0.223;-0.021;0.035;10.234;0.047;53649.383;0.329;0.00194;0.00038;0.00006;1;36.11104;-4.991558;0.001
05D1dx      ;0.579;0.58;23.279;0.089;0.651;0.122;-0.045;0.031;9.416;0.113;53666.525;0.169;0.00066;0.00041;-0.00009;1;36.945791;-4.03249;0.001
05D1ee      ;0.558;0.559;23.522;0.09;-0.594;0.188;0;0.035;10.973;0.088;53660.634;0.202;0.00225;0.00047;0.00028;1;36.194786;-4.000485;0.001
05D1em      ;0.864;0.866;24.277;0.103;0.231;0.292;-0.142;0.059;11.043;0.047;53667.796;0.394;0.0042;-0.00097;0.00204;1;36.02301;-4.939906;-0.018
05D1eo      ;0.736;0.737;24.3;0.097;-1.464;0.302;-0.052;0.066;11.125;0.177;53667.103;0.439;0.00422;-0.00005;0.00173;1;36.346421;-4.642671;-0.007
05D1er      ;0.859;0.86;24.622;0.106;0.414;0.447;0.075;0.074;10.379;0.148;53667.198;0.581;0.00825;-0.00137;0.00651;1;36.422736;-4.004535;-0.017
05D1hk      ;0.262;0.263;21.19;0.087;1.38;0.12;-0.01;0.026;8.93;0.147;53717.917;0.116;0.00124;0.00068;0.00009;1;36.163234;-4.634253;-0.001
05D1hm      ;0.586;0.587;24.088;0.093;1.097;0.29;0.148;0.042;9.854;0.177;53696.057;0.401;0.00513;0.00069;0.00249;1;36.942572;-4.717286;0.001
05D1if      ;0.762;0.763;24.04;0.097;0.177;0.251;-0.057;0.053;6;5;53715.518;0.213;0.00499;0.00003;0.00015;1;36.123871;-4.570338;-0.008
05D1ix      ;0.489;0.49;22.868;0.088;0.545;0.137;-0.068;0.027;7.466;0.71;53719.435;0.133;0.00136;0.0005;0.00032;1;36.083196;-4.670004;0.002
05D1iz      ;0.859;0.86;24.427;0.116;1.158;0.703;-0.137;0.08;8.911;0.772;53694.622;0.818;0.02894;-0.00032;0.0245;1;36.553202;-4.77337;-0.017
05D1ke      ;0.689;0.69;23.604;0.092;0.228;0.257;-0.108;0.05;8.851;0.332;53731.346;0.342;0.00153;0.00049;0.00126;1;36.692882;-4.862496;-0.003
05D1kl      ;0.559;0.56;24.149;0.093;0.658;0.296;0.133;0.041;8.425;0.282;53742.927;0.414;0.00463;0.00059;0.00116;1;36.139745;-4.31896;0.001
05D2ab      ;0.325;0.323;21.993;0.086;-0.147;0.085;-0.04;0.022;10.098;0.08;53381.262;0.102;0.00044;0.0005;0.00025;1;150.461859;2.106329;-0.001
05D2ac      ;0.481;0.479;22.671;0.088;1.124;0.112;-0.054;0.025;11.153;0.058;53374.628;0.152;0.00053;0.00043;-0.00006;1;149.746812;2.489504;0.002
05D2ah      ;0.185;0.184;20.759;0.086;-0.075;0.048;0.001;0.024;9.21;0.014;53382.7;0.063;-0.00004;0.00058;-0.00015;1;150.3697;1.862732;0
05D2ay      ;0.922;0.92;24.664;0.117;-0.434;0.622;0.027;0.094;10.277;0.128;53375.299;0.873;0.01931;-0.00177;0.0203;1;150.284664;2.130321;-0.024
05D2bt      ;0.682;0.68;23.499;0.094;0.541;0.258;-0.151;0.05;6;5;53401.527;0.246;0.00477;0.00067;0.00199;1;150.417683;2.566161;-0.003
05D2bv      ;0.476;0.474;22.715;0.088;-0.007;0.124;-0.104;0.025;8.838;0.111;53404.215;0.141;0.00095;0.00047;0.00014;1;150.57083;2.2406;0.002
05D2bw      ;0.922;0.92;24.38;0.118;-0.311;0.475;-0.138;0.063;9.144;0.54;53400.216;0.454;0.01743;-0.00171;0.00483;1;149.627324;2.536402;-0.024
05D2by      ;0.893;0.891;24.576;0.106;1.324;0.493;-0.028;0.063;9.413;0.08;53413.525;0.771;0.00563;-0.00135;0.00549;1;150.116802;2.521539;-0.021
05D2cb      ;0.429;0.427;23.397;0.089;0.901;0.192;0.159;0.029;9.534;0.078;53423.025;0.196;0.00256;0.00061;0.00048;1;149.852419;2.328181;0.001
05D2ci      ;0.632;0.63;23.606;0.098;-0.931;0.247;0.078;0.067;10.977;0.159;53427.856;0.272;0.00658;0.00105;0.00053;1;150.008506;2.215852;-0.001
05D2ck      ;0.7;0.698;24.456;0.097;-2.642;0.471;0.006;0.07;10.941;0.095;53416.818;0.566;0.00542;0.00002;0.00489;1;150.188339;2.572851;-0.004
05D2ct      ;0.736;0.734;24.384;0.105;0.32;0.467;0.099;0.07;9.761;0.068;53425.138;0.457;0.01732;0.00017;0.00477;1;150.425759;2.123794;-0.007
05D2dt      ;0.576;0.574;23.653;0.092;0.172;0.271;0.034;0.036;10.244;0.096;53450.659;0.25;0.00516;0.00056;0.00176;1;150.349691;1.857741;0.001
05D2dw      ;0.419;0.417;22.469;0.088;1.143;0.165;-0.013;0.025;8.815;0.196;53454.421;0.129;0.00189;0.00051;0.00044;1;149.633623;2.032241;0.001
05D2dy      ;0.512;0.51;22.907;0.089;1.238;0.221;-0.117;0.029;7.738;0.828;53441.495;0.495;-0.00016;0.00048;-0.00022;1;150.242076;2.1831;0.002
05D2eb      ;0.536;0.534;22.992;0.091;0.881;0.271;-0.056;0.032;8.676;0.328;53451.961;0.229;0.00538;0.0006;0.00173;1;150.060683;2.407438;0.002
05D2ec      ;0.642;0.64;23.678;0.093;-0.211;0.215;-0.103;0.054;9.997;0.056;53440.359;0.419;0.00184;0.00077;0.00066;1;149.859101;2.013626;-0.001
05D2fq      ;0.735;0.733;24.001;0.096;0.836;0.315;-0.076;0.058;10.875;0.134;53463.299;0.463;0.00461;0.00004;0.00146;1;149.785425;2.602;-0.006
05D2hc      ;0.352;0.35;22.685;0.086;-0.674;0.164;0.037;0.025;10.977;0.092;53471.684;0.141;0.00073;0.00051;0.00039;1;150.019137;1.886025;0
05D2he      ;0.61;0.608;23.928;0.092;0.149;0.375;0.064;0.042;9.418;0.185;53467.626;0.464;0.00446;0.00044;0.00309;1;150.360462;2.317729;0
05D2ie      ;0.35;0.348;22.228;0.087;-0.09;0.139;-0.075;0.026;9.287;0.052;53480.961;0.129;0.00115;0.00052;0.00008;1;150.262061;2.658085;0
05D2le      ;0.702;0.7;23.958;0.095;0.509;0.311;-0.013;0.051;8.033;0.69;53694.982;0.412;0.00601;0.00058;0.00213;1;150.47865;2.092912;-0.004
05D2mp      ;0.355;0.3537;22.387;0.088;1.277;0.187;0.014;0.025;8.657;0.182;53711.644;0.134;0.00327;0.00061;0.00105;1;149.785962;2.204004;0
05D2my      ;0.983;0.981;24.667;0.115;1.177;0.468;-0.036;0.059;10.595;0.124;53703.15;0.936;0.00542;-0.00163;0.00599;1;149.631042;2.491221;-0.03
05D2nn      ;0.872;0.87;24.427;0.119;-0.743;0.582;-0.196;0.058;6;5;53713.067;0.611;0.02897;-0.00106;0.00434;1;149.707296;2.710264;-0.019
05D2nt      ;0.759;0.757;24.107;0.096;1.513;0.307;-0.013;0.052;9.054;0.355;53727.528;0.432;0.00409;0.00029;0.00205;1;150.24262;2.37273;-0.008
05D2ob      ;0.926;0.924;24.811;0.111;1.139;0.646;0.056;0.068;8.557;0.374;53727.944;0.952;0.017;-0.00069;0.01817;1;149.753025;1.848985;-0.024
05D3ax      ;0.644;0.643;23.615;0.099;0.591;0.421;-0.063;0.065;8.442;0.39;53399.921;0.294;0.01468;0.00089;0.00394;1;214.823263;52.687519;-0.001
